Province_State,Combined_Key,Active Cases,Deaths
Texas,"Houston, Texas, US",1629,52
Texas,"Howard, Texas, US",4634,101
Texas,"Hudspeth, Texas, US",527,11
Texas,"Hunt, Texas, US",5929,167
Texas,"Hutchinson, Texas, US",2011,71
Texas,"Irion, Texas, US",125,1
Texas,"Jack, Texas, US",607,16
Texas,"Jackson, Texas, US",1814,31
Texas,"Jasper, Texas, US",2466,88
Texas,"Jeff Davis, Texas, US",190,5
Texas,"Jefferson, Texas, US",19573,422
Texas,"Jim Hogg, Texas, US",613,16
Texas,"Jim Wells, Texas, US",4258,101
Texas,"Johnson, Texas, US",19714,366
Texas,"Jones, Texas, US",2641,55
Texas,"Karnes, Texas, US",2079,37
Texas,"Kaufman, Texas, US",15930,256
Texas,"Kendall, Texas, US",3267,72
Texas,"Kenedy, Texas, US",38,2
Texas,"Kent, Texas, US",106,2
Texas,"Kerr, Texas, US",4455,88
Texas,"Kimble, Texas, US",267,6
Texas,"King, Texas, US",11,0
Texas,"Kinney, Texas, US",347,6
Texas,"Kleberg, Texas, US",2637,93
Texas,"Knox, Texas, US",258,17
Texas,"La Salle, Texas, US",1045,28
Texas,"Lamar, Texas, US",5813,155
Texas,"Lamb, Texas, US",2282,82
Texas,"Lampasas, Texas, US",2173,32
Texas,"Lavaca, Texas, US",2471,76
Texas,"Lee, Texas, US",2177,39
Texas,"Leon, Texas, US",1625,43
Texas,"Liberty, Texas, US",7762,182
Texas,"Limestone, Texas, US",2768,76
Texas,"Lipscomb, Texas, US",335,12
Texas,"Live Oak, Texas, US",1129,22
Texas,"Llano, Texas, US",1650,51
Texas,"Loving, Texas, US",2,0
Texas,"Lubbock, Texas, US",48910,784
Texas,"Lynn, Texas, US",618,23
Texas,"Madison, Texas, US",1959,29
Texas,"Marion, Texas, US",538,33
Texas,"Martin, Texas, US",631,18
Texas,"Mason, Texas, US",395,6
Texas,"Matagorda, Texas, US",3961,109
Texas,"Maverick, Texas, US",10426,355
Texas,"McCulloch, Texas, US",574,19
Texas,"McLennan, Texas, US",26984,470
Texas,"McMullen, Texas, US",83,5
Texas,"Medina, Texas, US",4972,103
Texas,"Menard, Texas, US",208,9
Texas,"Midland, Texas, US",17331,266
Texas,"Milam, Texas, US",2522,48
Texas,"Mills, Texas, US",656,21
Texas,"Mitchell, Texas, US",603,30
Texas,"Montague, Texas, US",2083,71
Texas,"Montgomery, Texas, US",52540,562
Texas,"Moore, Texas, US",2457,72
Texas,"Morris, Texas, US",865,33
Texas,"Motley, Texas, US",115,8
Texas,"Nacogdoches, Texas, US",4513,168
Texas,"Navarro, Texas, US",5781,140
Texas,"Newton, Texas, US",620,35
Texas,"Nolan, Texas, US",1532,51
Texas,"Nueces, Texas, US",41855,775
Texas,"Ochiltree, Texas, US",1141,27
Texas,"Oldham, Texas, US",268,4
Texas,"Orange, Texas, US",8416,146
Texas,"Out of TX, Texas, US",0,0
Texas,"Palo Pinto, Texas, US",2890,75
Texas,"Panola, Texas, US",1600,74
Texas,"Parker, Texas, US",15615,180
Texas,"Parmer, Texas, US",1268,36
Texas,"Pecos, Texas, US",1658,34
Texas,"Polk, Texas, US",3282,112
Texas,"Potter, Texas, US",17312,446
Texas,"Presidio, Texas, US",817,24
Texas,"Rains, Texas, US",797,25
Texas,"Randall, Texas, US",16678,279
Texas,"Reagan, Texas, US",380,8
Texas,"Real, Texas, US",311,12
Texas,"Red River, Texas, US",691,37
Texas,"Reeves, Texas, US",1736,43
Texas,"Refugio, Texas, US",661,21
Texas,"Roberts, Texas, US",61,1
Texas,"Robertson, Texas, US",2117,40
Texas,"Rockwall, Texas, US",11446,153
Texas,"Runnels, Texas, US",1286,37
Texas,"Rusk, Texas, US",3946,107
Texas,"Sabine, Texas, US",519,45
Texas,"San Augustine, Texas, US",573,32
Texas,"San Jacinto, Texas, US",1273,36
Texas,"San Patricio, Texas, US",4346,148
Texas,"San Saba, Texas, US",784,23
Texas,"Schleicher, Texas, US",235,6
Texas,"Scurry, Texas, US",2424,62
Texas,"Shackelford, Texas, US",271,5
Texas,"Shelby, Texas, US",1674,67
Texas,"Sherman, Texas, US",222,12
Texas,"Smith, Texas, US",20149,468
Texas,"Somervell, Texas, US",1076,14
Texas,"Starr, Texas, US",9493,297
Texas,"Stephens, Texas, US",788,25
Texas,"Sterling, Texas, US",107,4
Texas,"Stonewall, Texas, US",156,6
Texas,"Sutton, Texas, US",469,8
Texas,"Swisher, Texas, US",826,17
Texas,"Tarrant, Texas, US",256962,3424
Texas,"Taylor, Texas, US",15666,406
Texas,"Terrell, Texas, US",75,2
Texas,"Terry, Texas, US",1692,56
Texas,"Throckmorton, Texas, US",73,5
Texas,"Titus, Texas, US",3696,83
Texas,"Tom Green, Texas, US",16769,269
Texas,"Travis, Texas, US",82448,997
Texas,"Trinity, Texas, US",750,25
Texas,"Tyler, Texas, US",1314,38
Texas,"Unassigned, Texas, US",0,0
Texas,"Upshur, Texas, US",3247,74
Texas,"Upton, Texas, US",367,10
Texas,"Uvalde, Texas, US",3570,72
Texas,"Val Verde, Texas, US",7855,220
Texas,"Van Zandt, Texas, US",4268,117
Texas,"Victoria, Texas, US",8613,206
Texas,"Walker, Texas, US",8789,125
Texas,"Waller, Texas, US",4109,46
Texas,"Ward, Texas, US",1186,24
Texas,"Washington, Texas, US",4030,93
Texas,"Webb, Texas, US",43738,788
Texas,"Wharton, Texas, US",4087,115
Texas,"Wheeler, Texas, US",530,10
Texas,"Wichita, Texas, US",14971,375
Texas,"Wilbarger, Texas, US",1906,55
Texas,"Willacy, Texas, US",2958,88
Texas,"Williamson, Texas, US",45408,464
Texas,"Wilson, Texas, US",4468,68
Texas,"Winkler, Texas, US",767,21
Texas,"Wise, Texas, US",7300,121
Texas,"Wood, Texas, US",3420,127
Texas,"Yoakum, Texas, US",871,26
Texas,"Young, Texas, US",2163,44
Texas,"Zapata, Texas, US",1764,36
Texas,"Zavala, Texas, US",1856,40
Utah,"Bear River, Utah, US",21491,97
Utah,"Beaver, Utah, US",0,0
Utah,"Box Elder, Utah, US",0,0
Utah,"Cache, Utah, US",0,0
Utah,"Carbon, Utah, US",0,0
Utah,"Central Utah, Utah, US",8866,65
Utah,"Daggett, Utah, US",0,0
Utah,"Davis, Utah, US",37701,166
Utah,"Duchesne, Utah, US",0,0
Utah,"Emery, Utah, US",0,0
Utah,"Garfield, Utah, US",0,0
Utah,"Grand, Utah, US",0,0
Utah,"Iron, Utah, US",0,0
Utah,"Juab, Utah, US",0,0
Utah,"Kane, Utah, US",0,0
Utah,"Millard, Utah, US",0,0
Utah,"Morgan, Utah, US",0,0
Utah,"Out of UT, Utah, US",0,0
Utah,"Piute, Utah, US",0,0
Utah,"Rich, Utah, US",0,0
Utah,"Salt Lake, Utah, US",148226,848
Utah,"San Juan, Utah, US",1889,37
Utah,"Sanpete, Utah, US",0,0
Utah,"Sevier, Utah, US",0,0
Utah,"Southeast Utah, Utah, US",3456,26
Utah,"Southwest Utah, Utah, US",28696,265
Utah,"Summit, Utah, US",5504,12
Utah,"Tooele, Utah, US",7207,41
Utah,"TriCounty, Utah, US",4009,35
Utah,"Uintah, Utah, US",0,0
Utah,"Unassigned, Utah, US",907,0
Utah,"Utah, Utah, US",95393,381
Utah,"Wasatch, Utah, US",4616,21
Utah,"Washington,Utah,US",0,0
Utah,"Wayne, Utah, US",0,0
Utah,"Weber,Utah,US",0,0
Utah,"Weber-Morgan, Utah, US",30051,210
Vermont,"Addison, Vermont, US",1027,8
Vermont,"Bennington, Vermont, US",1950,13
Vermont,"Caledonia, Vermont, US",986,6
Vermont,"Chittenden, Vermont, US",7340,101
Vermont,"Essex, Vermont, US",271,2
Vermont,"Franklin, Vermont, US",1947,39
Vermont,"Grand Isle, Vermont, US",209,2
Vermont,"Lamoille, Vermont, US",852,3
Vermont,"Orange, Vermont, US",756,3
Vermont,"Orleans, Vermont, US",1188,10
Vermont,"Out of VT, Vermont, US",0,0
Vermont,"Rutland, Vermont, US",2116,20
Vermont,"Unassigned, Vermont, US",12,0
Vermont,"Washington, Vermont, US",1799,15
Vermont,"Windham, Vermont, US",1314,14
Vermont,"Windsor, Vermont, US",1359,12
Virgin Islands,"Virgin Islands, US",3138,27
Virginia,"Accomack, Virginia, US",2812,41
Virginia,"Albemarle, Virginia, US",5708,83
Virginia,"Alexandria, Virginia, US",11671,133
Virginia,"Alleghany, Virginia, US",1326,48
Virginia,"Amelia, Virginia, US",881,31
Virginia,"Amherst, Virginia, US",2907,35
Virginia,"Appomattox, Virginia, US",1583,24
Virginia,"Arlington, Virginia, US",15121,253
Virginia,"Augusta, Virginia, US",5726,70
Virginia,"Bath, Virginia, US",270,10
Virginia,"Bedford, Virginia, US",6275,99
Virginia,"Bland, Virginia, US",669,10
Virginia,"Botetourt, Virginia, US",2504,36
Virginia,"Bristol, Virginia, US",1465,33
Virginia,"Brunswick, Virginia, US",1298,21
Virginia,"Buchanan, Virginia, US",1410,38
Virginia,"Buckingham, Virginia, US",2119,30
Virginia,"Buena Vista, Virginia, US",897,19
Virginia,"Campbell, Virginia, US",4407,84
Virginia,"Caroline, Virginia, US",2555,35
Virginia,"Carroll, Virginia, US",2603,70
Virginia,"Charles City, Virginia, US",498,15
Virginia,"Charlotte, Virginia, US",843,18
Virginia,"Charlottesville, Virginia, US",4017,55
Virginia,"Chesapeake, Virginia, US",20674,290
Virginia,"Chesterfield, Virginia, US",27290,424
Virginia,"Clarke, Virginia, US",967,19
Virginia,"Colonial Heights, Virginia, US",1682,61
Virginia,"Covington, Virginia, US",591,13
Virginia,"Craig, Virginia, US",309,5
Virginia,"Culpeper, Virginia, US",4550,61
Virginia,"Cumberland, Virginia, US",473,9
Virginia,"Danville, Virginia, US",4348,134
Virginia,"Dickenson, Virginia, US",921,15
Virginia,"Dinwiddie, Virginia, US",2099,43
Virginia,"Emporia, Virginia, US",669,42
Virginia,"Essex, Virginia, US",753,9
Virginia,"Fairfax, Virginia, US",75942,1073
Virginia,"Fairfax City, Virginia, US",550,19
Virginia,"Falls Church, Virginia, US",423,9
Virginia,"Fauquier, Virginia, US",4631,64
Virginia,"Floyd, Virginia, US",845,21
Virginia,"Fluvanna, Virginia, US",1904,17
Virginia,"Franklin, Virginia, US",3997,74
Virginia,"Franklin City, Virginia, US",1132,32
Virginia,"Frederick, Virginia, US",7847,100
Virginia,"Fredericksburg, Virginia, US",2093,23
Virginia,"Galax, Virginia, US",1154,51
Virginia,"Giles, Virginia, US",1257,21
Virginia,"Gloucester, Virginia, US",2180,48
Virginia,"Goochland, Virginia, US",1434,23
Virginia,"Grayson, Virginia, US",1444,35
Virginia,"Greene, Virginia, US",1243,17
Virginia,"Greensville, Virginia, US",1568,25
Virginia,"Halifax, Virginia, US",2782,77
Virginia,"Hampton, Virginia, US",10275,174
Virginia,"Hanover, Virginia, US",8000,154
Virginia,"Harrisonburg, Virginia, US",6458,95
Virginia,"Henrico, Virginia, US",25038,605
Virginia,"Henry, Virginia, US",4498,121
Virginia,"Highland, Virginia, US",108,1
Virginia,"Hopewell, Virginia, US",2559,71
Virginia,"Isle of Wight, Virginia, US",3114,66
Virginia,"James City, Virginia, US",4556,72
Virginia,"King George, Virginia, US",1662,19
Virginia,"King William, Virginia, US",1197,11
Virginia,"King and Queen, Virginia, US",388,8
Virginia,"Lancaster, Virginia, US",710,16
Virginia,"Lee, Virginia, US",2413,46
Virginia,"Lexington, Virginia, US",1171,32
Virginia,"Loudoun, Virginia, US",27391,274
Virginia,"Louisa, Virginia, US",1954,32
Virginia,"Lunenburg, Virginia, US",761,13
Virginia,"Lynchburg, Virginia, US",7625,146
Virginia,"Madison, Virginia, US",608,16
Virginia,"Manassas,Virginia,US",4301,47
Virginia,"Manassas Park, Virginia, US",1214,12
Virginia,"Martinsville, Virginia, US",1583,76
Virginia,"Mathews, Virginia, US",595,12
Virginia,"Mecklenburg, Virginia, US",2270,66
Virginia,"Middlesex, Virginia, US",569,20
Virginia,"Montgomery, Virginia, US",9292,91
Virginia,"Nelson, Virginia, US",887,12
Virginia,"New Kent, Virginia, US",1480,17
Virginia,"Newport News, Virginia, US",13794,224
Virginia,"Norfolk, Virginia, US",17401,254
Virginia,"Northampton, Virginia, US",797,36
Virginia,"Northumberland, Virginia, US",741,20
Virginia,"Norton, Virginia, US",281,7
Virginia,"Nottoway, Virginia, US",1900,48
Virginia,"Orange, Virginia, US",2165,39
Virginia,"Out of VA, Virginia, US",0,0
Virginia,"Page, Virginia, US",2011,57
Virginia,"Patrick, Virginia, US",1339,43
Virginia,"Petersburg, Virginia, US",3812,84
Virginia,"Pittsylvania, Virginia, US",5493,78
Virginia,"Poquoson, Virginia, US",871,16
Virginia,"Portsmouth, Virginia, US",8926,188
Virginia,"Powhatan, Virginia, US",1891,16
Virginia,"Prince Edward, Virginia, US",2125,34
Virginia,"Prince George, Virginia, US",3489,27
Virginia,"Prince William, Virginia, US",44663,482
Virginia,"Pulaski, Virginia, US",2612,61
Virginia,"Radford, Virginia, US",2112,18
Virginia,"Rappahannock, Virginia, US",347,2
Virginia,"Richmond, Virginia, US",1492,15
Virginia,"Richmond City, Virginia, US",16823,257
Virginia,"Roanoke, Virginia, US",8139,138
Virginia,"Roanoke City, Virginia, US",8377,191
Virginia,"Rockbridge, Virginia, US",1513,46
Virginia,"Rockingham, Virginia, US",6689,105
Virginia,"Russell, Virginia, US",2244,38
Virginia,"Salem, Virginia, US",2134,47
Virginia,"Scott, Virginia, US",1809,52
Virginia,"Shenandoah, Virginia, US",4260,130
Virginia,"Smyth, Virginia, US",2890,91
Virginia,"Southampton, Virginia, US",1970,56
Virginia,"Spotsylvania, Virginia, US",9733,116
Virginia,"Stafford, Virginia, US",11106,76
Virginia,"Staunton, Virginia, US",2503,70
Virginia,"Suffolk, Virginia, US",7834,186
Virginia,"Surry, Virginia, US",421,9
Virginia,"Sussex, Virginia, US",1182,21
Virginia,"Tazewell, Virginia, US",3592,67
Virginia,"Unassigned, Virginia, US",0,0
Virginia,"Virginia Beach, Virginia, US",35470,386
Virginia,"Warren, Virginia, US",2907,55
Virginia,"Washington, Virginia, US",4838,106
Virginia,"Waynesboro, Virginia, US",2347,38
Virginia,"Westmoreland, Virginia, US",1265,24
Virginia,"Williamsburg, Virginia, US",758,12
Virginia,"Winchester, Virginia, US",2826,45
Virginia,"Wise, Virginia, US",3127,96
Virginia,"Wythe, Virginia, US",2604,78
Virginia,"York, Virginia, US",3697,52
Washington,"Adams, Washington, US",2092,22
Washington,"Asotin, Washington, US",1407,29
Washington,"Benton, Washington, US",16666,216
Washington,"Chelan, Washington, US",6625,66
Washington,"Clallam, Washington, US",1211,8
Washington,"Clark, Washington, US",22635,261
Washington,"Columbia, Washington, US",119,5
Washington,"Cowlitz, Washington, US",5670,85
Washington,"Douglas, Washington, US",3543,22
Washington,"Ferry, Washington, US",325,4
Washington,"Franklin, Washington, US",12207,110
Washington,"Garfield, Washington, US",121,5
Washington,"Grant, Washington, US",8627,71
Washington,"Grays Harbor, Washington, US",3807,62
Washington,"Island, Washington, US",1658,30
Washington,"Jefferson, Washington, US",395,3
Washington,"King, Washington, US",102349,1517
Washington,"Kitsap, Washington, US",7627,105
Washington,"Kittitas, Washington, US",2809,33
Washington,"Klickitat, Washington, US",716,9
Washington,"Lewis, Washington, US",4336,64
Washington,"Lincoln, Washington, US",471,8
Washington,"Mason, Washington, US",2649,29
Washington,"Okanogan, Washington, US",2445,38
Washington,"Out of WA, Washington, US",0,0
Washington,"Pacific, Washington, US",897,10
Washington,"Pend Oreille, Washington, US",723,7
Washington,"Pierce, Washington, US",49296,651
Washington,"San Juan, Washington, US",171,0
Washington,"Skagit, Washington, US",5409,67
Washington,"Skamania, Washington, US",308,1
Washington,"Snohomish, Washington, US",36094,569
Washington,"Spokane, Washington, US",41485,625
Washington,"Stevens, Washington, US",2061,28
Washington,"Thurston, Washington, US",8975,95
Washington,"Unassigned, Washington, US",1558,3
Washington,"Wahkiakum, Washington, US",108,0
Washington,"Walla Walla, Washington, US",5000,64
Washington,"Whatcom, Washington, US",8454,91
Washington,"Whitman, Washington, US",4155,48
Washington,"Yakima, Washington, US",29505,446
West Virginia,"Barbour, West Virginia, US",1411,26
West Virginia,"Berkeley, West Virginia, US",12122,121
West Virginia,"Boone, West Virginia, US",1965,33
West Virginia,"Braxton, West Virginia, US",898,3
West Virginia,"Brooke, West Virginia, US",2169,60
West Virginia,"Cabell, West Virginia, US",8595,170
West Virginia,"Calhoun, West Virginia, US",284,0
West Virginia,"Clay, West Virginia, US",473,9
West Virginia,"Doddridge, West Virginia, US",573,6
West Virginia,"Fayette, West Virginia, US",3375,75
West Virginia,"Gilmer, West Virginia, US",791,5
West Virginia,"Grant, West Virginia, US",1266,27
West Virginia,"Greenbrier, West Virginia, US",2748,62
West Virginia,"Hampshire, West Virginia, US",1765,33
West Virginia,"Hancock, West Virginia, US",2761,88
West Virginia,"Hardy, West Virginia, US",1501,24
West Virginia,"Harrison, West Virginia, US",5591,74
West Virginia,"Jackson, West Virginia, US",2021,60
West Virginia,"Jefferson, West Virginia, US",4526,48
West Virginia,"Kanawha, West Virginia, US",14657,331
West Virginia,"Lewis, West Virginia, US",1157,20
West Virginia,"Lincoln, West Virginia, US",1443,22
West Virginia,"Logan, West Virginia, US",3034,93
West Virginia,"Marion, West Virginia, US",4322,46
West Virginia,"Marshall, West Virginia, US",3374,76
West Virginia,"Mason, West Virginia, US",1983,36
West Virginia,"McDowell, West Virginia, US",1545,21
West Virginia,"Mercer, West Virginia, US",4722,116
West Virginia,"Mineral, West Virginia, US",2817,84
West Virginia,"Mingo, West Virginia, US",2510,39
West Virginia,"Monongalia, West Virginia, US",9115,82
West Virginia,"Monroe, West Virginia, US",1112,17
West Virginia,"Morgan, West Virginia, US",1137,20
West Virginia,"Nicholas, West Virginia, US",1592,19
West Virginia,"Ohio, West Virginia, US",4141,81
West Virginia,"Out of WV, West Virginia, US",0,0
West Virginia,"Pendleton, West Virginia, US",698,9
West Virginia,"Pleasants, West Virginia, US",857,11
West Virginia,"Pocahontas, West Virginia, US",661,11
West Virginia,"Preston, West Virginia, US",2846,46
West Virginia,"Putnam, West Virginia, US",5025,90
West Virginia,"Raleigh, West Virginia, US",6626,82
West Virginia,"Randolph, West Virginia, US",2531,12
West Virginia,"Ritchie, West Virginia, US",691,11
West Virginia,"Roane, West Virginia, US",602,8
West Virginia,"Summers, West Virginia, US",801,21
West Virginia,"Taylor, West Virginia, US",1212,23
West Virginia,"Tucker, West Virginia, US",523,10
West Virginia,"Tyler, West Virginia, US",687,9
West Virginia,"Unassigned, West Virginia, US",0,0
West Virginia,"Upshur, West Virginia, US",1843,33
West Virginia,"Wayne, West Virginia, US",3009,40
West Virginia,"Webster, West Virginia, US",471,7
West Virginia,"Wetzel, West Virginia, US",1284,29
West Virginia,"Wirt, West Virginia, US",406,3
West Virginia,"Wood, West Virginia, US",7687,165
West Virginia,"Wyoming, West Virginia, US",1962,39
Wisconsin,"Adams, Wisconsin, US",1897,17
Wisconsin,"Ashland, Wisconsin, US",1333,15
Wisconsin,"Barron, Wisconsin, US",5884,83
Wisconsin,"Bayfield, Wisconsin, US",1251,19
Wisconsin,"Brown, Wisconsin, US",34890,283
Wisconsin,"Buffalo, Wisconsin, US",1385,7
Wisconsin,"Burnett, Wisconsin, US",1493,22
Wisconsin,"Calumet, Wisconsin, US",6408,52
Wisconsin,"Chippewa, Wisconsin, US",7517,96
Wisconsin,"Clark, Wisconsin, US",3639,62
Wisconsin,"Columbia, Wisconsin, US",5760,69
Wisconsin,"Crawford, Wisconsin, US",1767,17
Wisconsin,"Dane, Wisconsin, US",45789,325
Wisconsin,"Dodge, Wisconsin, US",12718,184
Wisconsin,"Door, Wisconsin, US",2808,28
Wisconsin,"Douglas, Wisconsin, US",4740,51
Wisconsin,"Dunn, Wisconsin, US",5017,32
Wisconsin,"Eau Claire, Wisconsin, US",11819,119
Wisconsin,"Florence, Wisconsin, US",499,12
Wisconsin,"Fond du Lac, Wisconsin, US",13540,121
Wisconsin,"Forest, Wisconsin, US",1034,26
Wisconsin,"Grant, Wisconsin, US",5659,90
Wisconsin,"Green, Wisconsin, US",3607,24
Wisconsin,"Green Lake, Wisconsin, US",2008,22
Wisconsin,"Iowa, Wisconsin, US",2098,11
Wisconsin,"Iron, Wisconsin, US",692,40
Wisconsin,"Jackson, Wisconsin, US",2682,28
Wisconsin,"Jefferson, Wisconsin, US",9499,132
Wisconsin,"Juneau, Wisconsin, US",3249,27
Wisconsin,"Kenosha, Wisconsin, US",18212,322
Wisconsin,"Kewaunee, Wisconsin, US",2674,35
Wisconsin,"La Crosse, Wisconsin, US",13496,82
Wisconsin,"Lafayette, Wisconsin, US",1704,9
Wisconsin,"Langlade, Wisconsin, US",2157,46
Wisconsin,"Lincoln, Wisconsin, US",3261,91
Wisconsin,"Manitowoc, Wisconsin, US",8735,88
Wisconsin,"Marathon, Wisconsin, US",16074,220
Wisconsin,"Marinette, Wisconsin, US",4560,69
Wisconsin,"Marquette, Wisconsin, US",1556,27
Wisconsin,"Menominee, Wisconsin, US",807,11
Wisconsin,"Milwaukee, Wisconsin, US",115093,1345
Wisconsin,"Monroe, Wisconsin, US",4619,38
Wisconsin,"Oconto, Wisconsin, US",4950,61
Wisconsin,"Oneida, Wisconsin, US",3778,75
Wisconsin,"Out of WI, Wisconsin, US",0,0
Wisconsin,"Outagamie, Wisconsin, US",23471,218
Wisconsin,"Ozaukee, Wisconsin, US",9124,91
Wisconsin,"Pepin, Wisconsin, US",876,7
Wisconsin,"Pierce, Wisconsin, US",4891,42
Wisconsin,"Polk, Wisconsin, US",4503,53
Wisconsin,"Portage, Wisconsin, US",7274,72
Wisconsin,"Price, Wisconsin, US",1332,7
Wisconsin,"Racine, Wisconsin, US",24536,369
Wisconsin,"Richland, Wisconsin, US",1372,15
Wisconsin,"Rock, Wisconsin, US",17678,190
Wisconsin,"Rusk, Wisconsin, US",1346,18
Wisconsin,"Sauk, Wisconsin, US",6048,53
Wisconsin,"Sawyer, Wisconsin, US",1715,26
Wisconsin,"Shawano, Wisconsin, US",5252,83
Wisconsin,"Sheboygan, Wisconsin, US",14585,150
Wisconsin,"St. Croix, Wisconsin, US",9373,57
Wisconsin,"Taylor, Wisconsin, US",2098,32
Wisconsin,"Trempealeau, Wisconsin, US",3632,44
Wisconsin,"Unassigned, Wisconsin, US",0,0
Wisconsin,"Vernon, Wisconsin, US",1982,42
Wisconsin,"Vilas, Wisconsin, US",2383,41
Wisconsin,"Walworth, Wisconsin, US",12187,159
Wisconsin,"Washburn, Wisconsin, US",1525,20
Wisconsin,"Washington, Wisconsin, US",16616,162
Wisconsin,"Waukesha, Wisconsin, US",48463,574
Wisconsin,"Waupaca, Wisconsin, US",5994,162
Wisconsin,"Waushara, Wisconsin, US",2484,37
Wisconsin,"Winnebago, Wisconsin, US",21102,216
Wisconsin,"Wood, Wisconsin, US",7485,94
Wyoming,"Albany, Wyoming, US",4242,11
Wyoming,"Big Horn, Wyoming, US",1147,32
Wyoming,"Campbell, Wyoming, US",4830,60
Wyoming,"Carbon, Wyoming, US",1568,23
Wyoming,"Converse, Wyoming, US",994,17
Wyoming,"Crook, Wyoming, US",429,12
Wyoming,"Fremont, Wyoming, US",5175,84
Wyoming,"Goshen, Wyoming, US",1207,24
Wyoming,"Hot Springs, Wyoming, US",367,3
Wyoming,"Johnson, Wyoming, US",717,10
Wyoming,"Laramie, Wyoming, US",9044,113
Wyoming,"Lincoln, Wyoming, US",1394,12
Wyoming,"Natrona, Wyoming, US",7952,136
Wyoming,"Niobrara, Wyoming, US",154,2
Wyoming,"Out of WY, Wyoming, US",0,0
Wyoming,"Park, Wyoming, US",2701,30
Wyoming,"Platte, Wyoming, US",623,11
Wyoming,"Sheridan, Wyoming, US",3124,31
Wyoming,"Sublette, Wyoming, US",776,7
Wyoming,"Sweetwater, Wyoming, US",4230,37
Wyoming,"Teton, Wyoming, US",3732,9
Wyoming,"Uinta, Wyoming, US",2183,12
Wyoming,"Unassigned, Wyoming, US",0,0
Wyoming,"Washakie, Wyoming, US",903,26
Wyoming,"Weston, Wyoming, US",650,5
